job_id,generation,timestamp,source_url,http_status,page_status,job_title,screen_decision,matched_terms,excluded_terms,african_language,other_language,market_named,city_named,country_of_city,notes
7631316976024160517,lifeattiktok,20260511101235,https://lifeattiktok.com/search/7631316976024160517,200,detail,TikTok Shop - Customer Trust & Communication Strategy Program Manager,drop,,,,,,,,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20260511101235id_/https://lif"
7631636225092716805,lifeattiktok,20260511101227,https://lifeattiktok.com/search/7631636225092716805?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7631979676697200949,lifeattiktok,20260515020302,https://lifeattiktok.com/search/7631979676697200949,200,detail,"Head of Communications, MENA",drop,,,,,MENA,,,
7632074411612997941,lifeattiktok,20260609062514,https://lifeattiktok.com/search/7632074411612997941,200,detail,"Global Account Director, Entertainment",drop,,,,,,,,
7632245868753750325,lifeattiktok,20260511101227,https://lifeattiktok.com/search/7632245868753750325?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7632363492922034485,lifeattiktok,20260427145839,https://lifeattiktok.com/search/7632363492922034485,200,detail,Creative Product Operations Project Intern (Monetization Product) - 2026 Start (BS/MS),drop,,,,,,,,
7632474163383765301,lifeattiktok,20260428020142,https://lifeattiktok.com/search/7632474163383765301,200,detail,Product Manager Project Intern (Brand Advertising - Monetization Product) - 2026 Start (BS/MS),drop,,,,,,,,
7633608237116393781,lifeattiktok,20260503194425,https://lifeattiktok.com/search/7633608237116393781,200,detail,Product Solutions and Operations Project Intern (Content and Service Ads- Search Ads) - 2026 Start (BS/MS),drop,,,,,,,,
7633688919816882485,lifeattiktok,20260519175425,https://lifeattiktok.com/search/7633688919816882485?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7633693332430047493,lifeattiktok,20260511101227,https://lifeattiktok.com/search/7633693332430047493?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7634027348048709941,lifeattiktok,20260902100334,https://lifeattiktok.com/search/7634027348048709941?utm_source=Simplify,200,detail,Product Manager Project Intern (Ads Interface and Platform) - 2026 Start (BS/MS),drop,,,,,,,,
7634667327843535109,lifeattiktok,20260902100354,https://lifeattiktok.com/search/7634667327843535109?utm_source=Simplify,200,detail,Product Manager Core Ads Project Intern (Ads Interface and Platform Product-Ads Manager) - 2026 Start (BS/MS),drop,,,,,,,,
7634671830016542981,lifeattiktok,20260519175426,https://lifeattiktok.com/search/7634671830016542981?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7634933956631300405,lifeattiktok,20260511101235,https://lifeattiktok.com/search/7634933956631300405,200,detail,"Agency Solutions Manager, Agency Acquisition, Scaled Growth NA+LATAM - NY",drop,,,,,LATAM,,,
7634995623021136181,lifeattiktok,20260519175424,https://lifeattiktok.com/search/7634995623021136181?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7636039592689027381,lifeattiktok,20260506185147,https://lifeattiktok.com/search/7636039592689027381,200,detail,TikTok Shop - Category Manager - K-Beauty,drop,,,,,,,,
7636098286617512197,lifeattiktok,20260511101235,https://lifeattiktok.com/search/7636098286617512197,200,detail,"TikTok Shop - EHS & Safety Manager, Sorting Center",drop,,,,,,,,
7636202394477709573,lifeattiktok,20260519175426,https://lifeattiktok.com/search/7636202394477709573?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7636202397128526133,lifeattiktok,20260519175426,https://lifeattiktok.com/search/7636202397128526133?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7636505871966832901,lifeattiktok,20260609053427,https://lifeattiktok.com/search/7636505871966832901,200,detail,"Global Product Marketing Manager, TikTok One",drop,,,,,,,,
7637047421538404613,lifeattiktok,20260902100655,https://lifeattiktok.com/search/7637047421538404613?utm_source=Simplify,200,detail,Software Engineer Intern (Quality and Efficiency Technology) - 2026 Summer (BS/MS),drop,,,,,,,,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20260902100655id_/https://lif"
7637247068168702261,lifeattiktok,20260710212806,https://lifeattiktok.com/search/7637247068168702261,200,detail,"Software Engineer - Computer Graphics, Physics and Animation (Multiple Positions)",drop,,,,,,,,
7638887044509468981,lifeattiktok,20260609062657,https://lifeattiktok.com/search/7638887044509468981,200,detail,Trending Sports Product Operation Project Intern (TikTok-Search) - 2026 Start (BS/MS),drop,,,,,,,,
7639326056648902917,lifeattiktok,20260519020742,https://lifeattiktok.com/search/7639326056648902917,200,detail,UX Researcher - Global E-Commerce - Singapore,drop,,,,,Singapore,Singapore,Singapore,
7639440318003300613,lifeattiktok,20260619180332,https://lifeattiktok.com/search/7639440318003300613,200,detail,Machine Learning Engineer Graduate (TikTok-Data-Search-Basic Ranking) - 2026 Start (BS/MS),drop,,,,,,,,
7639514228211124533,lifeattiktok,20260609063202,https://lifeattiktok.com/search/7639514228211124533,200,detail,Product Operations Project Intern Pangle (Advertisement Team) - 2026 Start (BS/MS),drop,,,,,,,,
7641769406597499141,lifeattiktok,20260609055650,https://lifeattiktok.com/search/7641769406597499141,200,detail,"Creator Partnerships Manager, Emerging Verticals- TikTok Operations (Los Angeles)",drop,,,,,,Los Angeles,United States,
7642080350810229045,lifeattiktok,20260724033205,https://lifeattiktok.com/search/7642080350810229045,200,detail,"TikTok Shop - Acquisition Manager, Polish speaking",drop,,,,polish,,,,
7642122226588535045,lifeattiktok,20260527054203,https://lifeattiktok.com/search/7642122226588535045,200,detail,Software Development Engineer in Test Intern (Global E-Commerce) - 2026 Summer (BS/MS),drop,,,,,,,,
7642172457369717045,lifeattiktok,20260615210045,https://lifeattiktok.com/search/7642172457369717045,200,detail,TikTok Shop – Campaign Management Manager,drop,,,,,,,,
7644492491715086645,lifeattiktok,20260619180330,https://lifeattiktok.com/search/7644492491715086645,200,detail,Search Product Operation Expert Graduate (ADSO) - 2026 Start (BS/MS),drop,,,,,,,,
7644968740786309429,lifeattiktok,20260715005744,https://lifeattiktok.com/search/7644968740786309429,200,detail,Sales Agency Project Intern (Scaled Growth) - 2026 Start (BS/MS),drop,,,,,,,,
7644986569989032197,lifeattiktok,20260902100334,https://lifeattiktok.com/search/7644986569989032197?utm_source=Simplify,200,detail,Product Manager Shop Ads Creative Project Intern (Ads Interface and Platform) - 2026 Start (BS/MS),drop,,,,,,,,
7646621925436131637,lifeattiktok,20260902100649,https://lifeattiktok.com/search/7646621925436131637?utm_source=Simplify,200,detail,AI software Engineer Project Intern (Transaction Platform) - 2026 Start (BS/MS),drop,,,,,,,,
7646695339021715717,lifeattiktok,20260824161338,https://lifeattiktok.com/search/7646695339021715717,200,detail,"Machine Learning Engineer, TikTok Brand Ads",drop,,,,,,,,
7647015240097630469,lifeattiktok,20260724033157,https://lifeattiktok.com/search/7647015240097630469?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7648962845480454405,lifeattiktok,20260708133155,https://lifeattiktok.com/search/7648962845480454405,200,detail,TikTok Shop Partners Intern (TikTok Shop) - 2026 Start (BS/MS),drop,,,,,,,,
7649013736124090677,lifeattiktok,20260708133205,https://lifeattiktok.com/search/7649013736124090677?_rsc=1v3au,200,js_shell,,unusable,,,,,,,,
7649673091993454853,lifeattiktok,20260902100355,https://lifeattiktok.com/search/7649673091993454853?utm_source=Simplify,200,detail,Strategy Product Manager Project Intern (TikTok-Platform Responsibility) - 2026 Start (BS/MS）,drop,,,,,,,,
7649694757699406133,lifeattiktok,20260708133248,https://lifeattiktok.com/search/7649694757699406133,200,detail,Agency Partner Manager - Global Business Solutions - London,drop,,,,,,London,United Kingdom,
7649701545844590853,lifeattiktok,20260708133243,https://lifeattiktok.com/search/7649701545844590853,200,detail,"Brand Partnerships Manager, Travel - Global Business Solutions - London",drop,,,,,,London,United Kingdom,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20260708133243id_/https://lif"
7649923614818208005,lifeattiktok,20260615210002,https://lifeattiktok.com/search/7649923614818208005?_rsc=1m3ql,200,js_shell,,unusable,,,,,,,,
7652790330597640453,lifeattiktok,20260817160756,https://lifeattiktok.com/search/7652790330597640453,200,detail,Senior Technical Compliance Manager,drop,,,,,,,,
7654431844394322229,lifeattiktok,20260902100647,https://lifeattiktok.com/search/7654431844394322229?utm_source=Simplify,200,detail,Frontend Software Engineer Project Intern (Global CRM) - 2026 Start（BS/MS）,drop,,,,,,,,
7655410730217048373,lifeattiktok,20260902100333,https://lifeattiktok.com/search/7655410730217048373?utm_source=Simplify,200,detail,Product Manager Vertical Search Ads Mandarin Speaking Project intern (Content and Service Ads) - 2026 Start (BS/MS),drop,,,,mandarin,,,,
7655421207605889333,lifeattiktok,20260902100353,https://lifeattiktok.com/search/7655421207605889333?utm_source=Simplify,200,detail,Product-Led-Growth Product Manager Project Intern (Product Lead Growth) - 2026 Start (BS/MS),drop,,,,,,,,
7655820180341393717,lifeattiktok,20260708133245,https://lifeattiktok.com/search/7655820180341393717,200,detail,E-Commerce Safety Communications Manager,drop,,,,,,,,
7656050596338108677,lifeattiktok,20260708133245,https://lifeattiktok.com/search/7656050596338108677,200,detail,"Brand Partnerships Manager, CPG - Global Business Solutions London",drop,,,,,,London,United Kingdom,
