company_name,source_type,source_url,notes
TikTok,careers_home,https://lifeattiktok.com/,TikTok careers home
TikTok,careers_search,https://lifeattiktok.com/search,main TikTok careers search - client rendered
TikTok,bytedance_careers,https://jobs.bytedance.com/en/,ByteDance careers portal - many TikTok TS roles are posted here
TikTok,transparency_home,https://www.tiktok.com/transparency/en/,TikTok Transparency Center
TikTok,enforcement_reports,https://www.tiktok.com/transparency/en/community-guidelines-enforcement/,community guidelines enforcement reports index
TikTok,newsroom,https://newsroom.tiktok.com/,TikTok newsroom - context on TS staffing announcements
TikTok,safety_center,https://www.tiktok.com/safety/en/,TikTok safety center
